newid,cohort,star,cltype,schidkn,pscore,classid,cs,female,white,sage,drop,free_lunch
122790,1,1,1,66,41.014641,19565,14,0,1,5.75,0,0
39063,1,1,1,27,41.014641,7823,14,0,0,5.75,0,1
173704,1,1,1,48,41.089851,14300,21,0,1,5.75,0,0
16508,1,1,1,40,41.13467,11738,14,1,1,5.25,0,1
21950,1,1,1,61,41.201363,18061,17,0,1,5.25,0,0
85105,1,1,1,66,41.201363,19565,14,0,1,5.5,0,1
52012,1,1,1,55,41.354603,16400,21,1,1,5.25,0,1
105190,1,1,1,5,41.46368,1300,16,0,1,5.75,1,1
96843,1,1,1,66,41.628151,19566,14,1,1,5,0,0
7718,1,1,1,63,42.084057,18752,21,0,1,5.75,1,1
161934,1,1,1,55,42.084057,16200,13,0,1,5.25,0,0
67052,1,1,1,54,42.147015,15900,15,1,1,5.25,0,0
44406,1,1,1,48,42.156616,14146,12,0,1,5.75,1,0
53179,1,1,1,8,42.225719,2400,23,1,1,5,0,0
73786,1,1,1,27,42.237999,7824,14,1,0,5,0,1
126267,1,1,1,79,42.250748,23181,14,0,1,5,0,0
56250,1,1,1,67,42.250748,19800,13,0,1,6,0,0
160606,1,1,1,9,42.250748,2508,13,0,1,5.25,0,1
172583,1,1,1,29,42.494076,8600,19,0,0,5.75,1,1
89040,1,1,1,64,42.494076,18964,33,0,1,5.5,0,1
104135,1,1,1,50,42.543926,14700,17,1,1,5.75,1,1
20286,1,1,1,23,42.561863,6800,23,1,0,5.25,0,0
102730,1,1,1,48,42.613861,14300,21,0,1,5,1,0
25113,1,1,1,55,42.613861,16345,22,0,1,5,0,0
149082,1,1,1,20,42.613861,5919,21,0,0,5,0,0
1725,1,1,1,76,43.226032,22578,17,1,1,5.25,0,0
148282,1,1,1,40,43.226032,11739,12,1,1,5,0,1
68206,1,1,1,17,43.226032,4814,16,1,0,5.25,1,0
92886,1,1,1,61,43.262688,18060,13,1,1,5.75,0,0
116954,1,1,1,59,43.262688,17456,13,0,1,5,0,0
169515,1,1,1,27,43.286247,7824,14,0,0,5,1,1
106409,1,1,1,72,43.286247,21374,14,1,1,5,0,1
32535,1,1,1,33,43.286247,9630,16,0,0,5.75,0,1
73727,1,1,1,57,43.286247,16853,12,0,0,5.5,0,0
86497,1,1,1,31,43.286247,9000,15,0,0,5.5,0,1
105022,1,1,1,56,43.313683,16551,16,1,1,5.25,0,0
114396,1,1,1,60,43.343006,17800,25,1,1,5.25,1,1
52470,1,1,1,66,43.398895,19565,14,0,1,5.75,0,0
170126,1,1,1,27,43.398895,7824,14,1,0,5.25,0,1
46522,1,1,1,24,43.398895,6921,14,0,0,5,1,0
101803,1,1,1,32,43.426178,9328,16,1,0,5,0,1
20753,1,1,1,39,43.550098,11436,12,0,1,5.5,0,1
69599,1,1,1,28,43.613861,8125,17,0,0,5.5,0,1
181350,1,1,1,50,43.733089,14700,17,0,1,5.75,0,0
4943,1,1,1,19,44.368008,5500,26,0,0,5.5,0,1
12032,1,1,1,57,44.368008,16853,12,0,1,5.5,0,1
95549,1,1,1,53,44.368008,15600,15,1,1,5.25,1,0
102488,1,1,1,48,44.368008,14145,13,1,1,5.75,0,1
76465,1,1,1,14,44.389523,4100,21,1,0,5.5,0,1
80535,1,1,1,66,44.389523,19565,14,0,1,5.75,0,0
107657,1,1,1,15,44.389523,4210,13,0,0,5,0,1
5882,1,1,1,64,44.392387,18964,33,0,1,6,0,
2730,1,1,1,8,44.434395,2206,17,1,1,5,0,0
163408,1,1,1,56,44.434395,16551,16,0,1,5.5,1,0
28234,1,1,1,68,44.434395,20167,17,1,1,5,0,1
152365,1,1,1,15,44.434395,4210,13,0,0,5.25,1,1
165469,1,1,1,40,44.434395,11739,12,1,1,5.25,1,1
110956,1,1,1,9,44.542076,2507,13,0,1,5.25,1,1
105279,1,1,1,64,44.562447,18964,33,0,1,5.5,0,0
16127,1,1,1,51,44.562447,15000,16,1,0,5.5,0,0
177142,1,1,1,37,44.562447,10834,16,0,1,5.75,1,1
100096,1,1,1,22,44.562447,6318,16,1,0,5.5,0,1
184810,1,1,1,39,44.803444,11436,12,0,1,6,0,1
115484,1,1,1,67,44.828426,19800,13,1,1,5.25,0,1
103755,1,1,1,31,45.459087,9000,15,1,0,6,0,1
18923,1,1,1,49,45.466393,14400,16,1,1,5,0,0
104592,1,1,1,66,45.466393,19566,14,0,1,5.5,0,1
80893,1,1,1,26,45.51915,7500,17,0,0,5.25,0,1
80945,1,1,1,27,45.540535,7824,14,0,0,5.5,0,
96810,1,1,1,8,45.540535,2205,16,1,1,5,0,0
170284,1,1,1,76,45.571712,22579,17,1,1,5.25,0,0
36032,1,1,1,66,45.571712,19565,14,0,1,5.5,0,1
72411,1,1,1,62,45.684052,18300,17,1,1,5,0,0
9478,1,1,1,62,45.684052,18300,17,0,1,5.75,0,1
15761,1,1,1,25,45.684052,7200,17,0,1,5.5,0,1
137769,1,1,1,75,45.729111,22366,23,0,1,6,1,0
112860,1,1,1,75,45.740875,22200,16,0,1,5.25,0,1
43271,1,1,1,78,45.819508,22800,14,0,1,5.75,0,1
116529,1,1,1,48,45.957039,14145,13,0,0,5.5,0,1
158809,1,1,1,37,46.545506,10835,16,1,1,5,1,0
68889,1,1,1,22,46.545506,6317,15,0,0,5,1,1
21386,1,1,1,51,46.667297,15049,17,0,1,5,0,0
22138,1,1,1,66,46.667297,19566,14,1,1,5,0,0
62313,1,1,1,47,46.667297,14000,26,0,1,5,1,0
10492,1,1,1,55,46.667297,16200,13,1,1,5.25,0,0
184509,1,1,1,64,46.667297,18964,33,1,1,5.25,1,0
39495,1,1,1,53,46.667297,15700,23,1,1,5.75,0,0
158225,1,1,1,48,46.713688,14146,12,0,1,5.5,0,0
109679,1,1,1,79,46.772202,23180,15,0,1,5.5,0,1
178174,1,1,1,38,46.799797,11100,13,0,1,5.25,0,1
51544,1,1,1,63,46.799797,18854,22,0,0,5.75,0,0
99901,1,1,1,76,46.821121,22579,17,1,1,5.25,0,0
23964,1,1,1,76,46.826027,22579,17,0,1,5.25,0,0
108457,1,1,1,3,46.826027,701,15,1,1,5,1,0
79199,1,1,1,8,46.826027,2206,17,1,1,5.5,0,0
8636,1,1,1,52,46.831856,15500,22,1,1,5.25,0,0
13694,1,1,1,16,46.831856,4513,17,0,0,5.25,0,1
174766,1,1,1,28,46.957504,8127,15,0,0,5.25,0,0
40794,1,1,1,34,47.417416,9931,15,0,1,5,0,0
79118,1,1,1,28,47.417416,8125,17,1,0,5.25,0,1
114046,1,1,1,72,47.662788,21373,14,0,1,5.25,0,0
158086,1,1,1,66,47.663925,19565,14,1,1,5.75,0,1
124013,1,1,1,40,47.663925,11900,23,0,1,5.25,0,0
15293,1,1,1,58,47.691994,17200,23,0,1,5.25,1,0
172458,1,1,1,33,47.799797,9630,16,1,0,5,0,1
105134,1,1,1,14,47.827759,4000,13,1,0,5.25,0,1
3008,1,1,1,35,47.827759,10200,17,1,1,5.5,0,0
153625,1,1,1,78,47.843315,22800,14,1,1,5,0,0
12183,1,1,1,76,48.029732,22578,17,0,1,5.75,0,0
61101,1,1,1,39,48.09948,11437,12,0,1,5.25,0,0
107598,1,1,1,27,48.481731,7823,14,0,0,5.25,0,1
157451,1,1,1,64,48.626953,18964,33,1,1,5,1,1
81257,1,1,1,33,48.626953,9630,16,1,0,5,0,1
137483,1,1,1,79,48.712173,23181,14,1,1,5,0,0
129387,1,1,1,28,48.712173,8126,15,0,0,5,0,0
130281,1,1,1,28,48.778412,8125,17,1,0,5,0,1
153821,1,1,1,22,48.778412,6422,20,1,0,5.25,1,1
85084,1,1,1,8,48.778412,2205,16,0,1,5.25,0,0
100173,1,1,1,24,48.778412,6921,14,0,0,5.25,0,1
163819,1,1,1,70,48.778412,20770,16,1,1,5,0,0
171072,1,1,1,49,48.778412,14500,22,0,1,5.5,1,1
30512,1,1,1,2,48.839638,400,16,0,1,5.5,1,1
123164,1,1,1,49,48.86517,14400,16,0,1,5.25,0,1
25590,1,1,1,2,48.86517,600,19,0,0,5.75,0,0
61849,1,1,1,32,48.877449,9328,16,1,0,5,0,1
125930,1,1,1,24,48.923183,6921,14,1,0,5,0,1
79722,1,1,1,61,48.991463,18060,13,0,1,5,1,0
171578,1,1,1,3,49.171707,702,16,0,1,5,0,0
150396,1,1,1,40,49.171707,11738,14,0,1,5.25,1,1
60656,1,1,1,34,49.860321,9931,15,1,1,5.5,0,1
156455,1,1,1,66,49.860321,19566,14,0,1,5.75,0,0
60774,1,1,1,14,49.860321,4000,13,0,0,5.75,0,1
95738,1,1,1,33,49.895695,9630,16,1,0,5,1,1
108315,1,1,1,63,49.895695,18663,15,1,1,5,0,1
132972,1,1,1,45,49.895695,13200,15,0,0,5.25,0,1
180198,1,1,1,70,49.923183,20770,16,1,1,5.75,0,1
167258,1,1,1,5,49.923183,1300,16,0,1,5,0,0
158014,1,1,1,20,49.923183,5700,17,1,0,5.25,0,1
59865,1,1,1,53,50.00631,15800,22,1,1,5,1,1
21121,1,1,1,2,50.00631,600,19,0,0,5.5,0,1
33968,1,1,1,19,50.00631,5415,17,1,0,5.5,0,1
140001,1,1,1,15,50.016159,4210,13,1,0,5.5,0,1
48814,1,1,1,12,50.016159,3400,14,0,1,5.25,1,1
97405,1,1,1,35,50.368889,10200,17,0,1,5.25,0,0
35642,1,1,1,23,50.368889,6619,16,1,0,5,0,0
148230,1,1,1,64,50.428677,18964,33,1,1,5.75,0,0
30428,1,1,1,44,50.44516,12944,17,0,1,5.25,0,0
167183,1,1,1,71,50.44516,21071,17,0,1,6.5,0,0
102967,1,1,1,76,50.44516,22578,17,0,1,5.75,0,0
2350,1,1,1,9,50.466461,2507,13,1,1,5.25,0,1
96218,1,1,1,64,50.945076,18964,33,0,1,5,0,1
93849,1,1,1,32,50.945076,9329,16,0,0,5,0,1
181259,1,1,1,45,50.945076,13200,15,1,0,5,1,1
97312,1,1,1,58,51.000973,17154,15,0,1,5.5,0,0
22974,1,1,1,55,51.102577,16200,13,0,1,6.25,0,1
143719,1,1,1,2,51.102577,400,16,1,0,5.75,0,1
30571,1,1,1,5,51.102577,1500,21,1,1,5,0,0
106816,1,1,1,40,51.102577,11738,14,1,1,5.5,0,0
56839,1,1,1,16,51.102577,4513,17,0,0,5.75,0,1
137281,1,1,1,8,51.102577,2205,16,1,1,5.5,0,0
110570,1,1,1,26,51.102577,7500,17,1,0,5,0,1
53169,1,1,1,34,51.119583,9931,15,0,1,5.5,0,0
67950,1,1,1,36,51.275105,10532,13,1,1,5.25,0,0
1632,1,1,1,71,51.510864,21071,17,0,1,5.5,0,1
146312,1,1,1,46,51.682846,13500,17,0,0,5.75,0,1
1993,1,1,1,55,52.007145,16346,23,0,1,5,1,0
78385,1,1,1,5,52.093193,1500,21,0,1,5.5,0,0
141655,1,1,1,47,52.093224,13800,14,0,1,5.75,0,0
3857,1,1,1,32,52.119583,9329,16,0,0,5.5,0,1
29257,1,1,1,59,52.119583,17456,13,1,1,6,0,0
72075,1,1,1,43,52.21986,12600,15,1,1,5,0,0
85639,1,1,1,47,52.376678,13900,24,1,1,5.75,0,0
65033,1,1,1,4,52.474174,1100,23,1,1,5,0,0
133900,1,1,1,4,52.474174,1000,13,0,1,5.25,0,0
35629,1,1,1,58,52.474174,17155,15,0,1,5.25,1,0
78161,1,1,1,53,52.589851,15600,15,0,1,5.5,0,1
134742,1,1,1,48,52.714569,14200,22,1,1,5.75,0,0
70410,1,1,1,5,52.716766,1500,21,1,1,5,0,0
174077,1,1,1,56,52.716766,16551,16,1,1,5.25,0,1
138775,1,1,1,71,52.716766,21072,16,1,1,5.75,1,1
91340,1,1,1,79,52.716766,23180,15,1,1,5.25,0,0
184924,1,1,1,78,52.716766,22800,14,1,1,5.25,0,0
64497,1,1,1,5,52.716766,1500,21,1,1,5.5,1,0
21787,1,1,1,24,52.716766,6922,14,1,0,5,0,0
154344,1,1,1,33,52.941769,9600,15,1,0,4.75,0,1
44778,1,1,1,66,52.946739,19565,14,0,1,5,0,
114102,1,1,1,40,52.946739,11739,12,1,1,5.75,0,1
112943,1,1,1,78,52.972256,22800,14,0,1,5.5,0,0
19697,1,1,1,74,53.019493,21976,16,1,1,5.5,0,1
85718,1,1,1,73,53.189018,21675,13,0,1,5.75,0,1
77424,1,1,1,34,53.269241,9931,15,0,1,5.5,0,1
151242,1,1,1,69,53.269241,20400,14,1,1,5,0,0
43760,1,1,1,68,53.269241,20168,16,0,1,5.5,0,
171431,1,1,1,20,53.321587,5800,21,1,0,5.75,1,1
65336,1,1,1,28,53.321587,8126,15,0,0,5.75,1,1
96745,1,1,1,27,53.321587,7823,14,1,0,5,0,1
19079,1,1,1,50,53.321587,14747,16,0,1,5.75,1,1
105255,1,1,1,7,53.321587,1904,14,0,1,5.75,0,0
21371,1,1,1,22,53.352486,6526,22,0,0,5,0,1
82330,1,1,1,47,53.352486,13900,24,0,1,5,0,0
54108,1,1,1,9,53.398491,2712,21,0,1,5.25,0,0
122206,1,1,1,70,53.560593,20770,16,1,1,5.25,1,0
152524,1,1,1,79,53.560593,23180,15,1,1,5.25,0,0
144673,1,1,1,61,53.560593,18060,13,0,1,5.5,0,1
38109,1,1,1,71,53.560593,21071,17,0,1,5.25,0,0
26649,1,1,1,56,53.856544,16551,16,0,0,5,0,1
155255,1,1,1,19,53.856544,5416,16,0,0,5.75,0,1
89935,1,1,1,26,53.864914,7700,20,1,0,5.5,0,1
88090,1,1,1,66,53.864914,19566,14,0,1,6,0,0
132923,1,1,1,48,53.864914,14145,13,0,1,5,0,1
131787,1,1,1,55,53.864914,16200,13,1,1,5,0,0
93089,1,1,1,19,53.878841,5415,17,0,0,5.5,0,1
46283,1,1,1,22,53.978428,6318,16,1,0,5,0,1
1465,1,1,1,11,54.26017,3100,14,1,0,5,0,0
17536,1,1,1,44,54.392796,12944,17,1,0,5.5,1,1
107791,1,1,1,22,54.651249,6318,16,1,0,5.5,0,0
78525,1,1,1,79,54.677879,23180,15,1,1,5.25,0,0
100236,1,1,1,62,54.677879,18300,17,0,1,5.25,0,
13722,1,1,1,76,54.722359,22578,17,0,1,6,0,0
25403,1,1,1,39,54.786247,11436,12,1,1,5,0,1
173007,1,1,1,3,54.786247,701,15,0,1,5.5,1,0
157622,1,1,1,19,54.889606,5416,16,1,0,5.75,0,1
98192,1,1,1,19,55.179642,5618,26,0,0,5.5,1,1
62953,1,1,1,73,55.19519,21600,15,1,1,5,1,1
133566,1,1,1,5,55.676651,1300,16,0,1,5.25,0,0
183611,1,1,1,21,55.706806,6220,27,0,1,5,0,0
178509,1,1,1,51,55.727264,15000,16,1,0,5.25,0,1
86663,1,1,1,44,55.727264,12944,17,1,0,5.75,0,1
93734,1,1,1,33,55.824821,9600,15,1,0,5.75,0,1
141552,1,1,1,17,55.864334,4800,15,0,1,5.5,1,0
40047,1,1,1,23,55.976025,6619,16,1,0,5.5,0,1
93229,1,1,1,7,55.976025,1904,14,0,1,6.25,0,0
4416,1,1,1,48,55.976025,14145,13,0,1,5.5,0,1
34177,1,1,1,28,56.111748,8125,17,0,0,5.5,0,1
11703,1,1,1,36,56.111748,10532,13,0,1,5.75,0,0
88182,1,1,1,17,56.134323,4814,16,1,0,5.75,0,1
33034,1,1,1,21,56.134323,6000,15,0,0,5,1,0
20047,1,1,1,76,56.134323,22578,17,0,1,5.5,1,0
177055,1,1,1,67,56.676651,19800,13,0,1,5.5,0,1
101830,1,1,1,54,56.676651,15900,15,0,1,5.75,0,1
178315,1,1,1,68,56.875412,20168,16,0,1,5,1,1
105088,1,1,1,72,56.875412,21374,14,1,0,5.5,0,1
141327,1,1,1,70,56.875412,20770,16,0,1,5.5,0,0
6313,1,1,1,62,56.993961,18300,17,1,1,5,0,0
166582,1,1,1,76,56.993961,22578,17,0,1,5.75,0,0
82783,1,1,1,54,57.01915,15900,15,1,1,5.5,0,0
64550,1,1,1,47,57.01915,14000,26,0,1,5.75,0,0
9327,1,1,1,59,57.093307,17456,13,0,1,5.5,1,0
10993,1,1,1,61,57.093307,18061,17,1,1,5.5,0,0
141611,1,1,1,19,57.093307,5415,17,1,0,5,0,1
151230,1,1,1,23,57.093307,6619,16,0,0,5.25,0,1
43473,1,1,1,78,57.793224,22800,14,1,1,5.5,0,0
71790,1,1,1,35,57.827797,10200,17,1,1,5.25,1,0
1137,1,1,1,63,57.827797,18663,15,1,1,5.5,0,1
173433,1,1,1,25,57.827797,7200,17,1,0,5,1,1
31450,1,1,1,49,57.951218,14400,16,0,1,5,0,1
99087,1,1,1,67,57.951218,19800,13,0,1,5.5,0,0
146304,1,1,1,32,57.966461,9329,16,1,0,5.5,0,1
67846,1,1,1,8,58.13467,2206,17,0,1,5.75,0,0
133229,1,1,1,33,58.13467,9630,16,0,0,5.25,0,1
133790,1,1,1,8,58.142109,2206,17,0,1,5.25,0,0
26397,1,1,1,75,58.142109,22200,16,1,1,5.25,0,1
58262,1,1,1,40,58.142693,11739,12,0,1,5.75,0,1
32765,1,1,1,37,58.142693,10835,16,0,0,5.25,1,0
28721,1,1,1,64,58.245434,18964,33,1,1,5.5,0,0
164399,1,1,1,20,58.435913,5919,21,1,0,5.5,0,1
67063,1,1,1,20,58.642609,5919,21,1,0,5.75,0,0
9405,1,1,1,72,58.642609,21373,14,1,1,5.25,1,1
11982,1,1,1,22,58.805573,6318,16,0,0,5.25,0,1
175191,1,1,1,76,58.902206,22579,17,0,1,5.75,0,0
54448,1,1,1,50,58.902206,14700,17,1,1,5.5,0,1
139546,1,1,1,25,59.080845,7200,17,1,1,5,0,0
185387,1,1,1,57,59.080845,16853,12,1,1,5,0,0
43294,1,1,1,47,59.080845,14000,26,0,1,5.25,0,1
118807,1,1,1,48,59.13467,14146,12,0,0,5.75,0,1
5102,1,1,1,57,59.13467,16853,12,1,1,5.25,0,0
181834,1,1,1,47,59.13467,13800,14,1,1,5,0,0
46752,1,1,1,60,59.13467,17758,16,1,1,5.5,1,0
61201,1,1,1,1,59.166801,100,14,0,1,5.5,1,0
103143,1,1,1,39,59.166801,11436,12,1,1,5.75,0,1
143982,1,1,1,46,59.223656,13600,24,0,1,5.25,1,0
39115,1,1,1,22,59.343315,6317,15,1,0,5,0,1
81303,1,1,1,22,59.357117,6422,20,1,0,5.75,0,1
3790,1,1,1,39,59.669785,11436,12,0,1,5.25,0,1
158417,1,1,1,51,59.96183,15000,16,1,1,5.5,0,0
92783,1,1,1,46,59.96183,13700,23,0,1,5.5,0,1
184463,1,1,1,62,59.96183,18300,17,1,1,5.5,0,0
4305,1,1,1,61,59.96183,18061,17,1,1,5.5,0,0
106000,1,1,1,46,60.228992,13600,24,0,0,5.5,0,0
124920,1,1,1,76,60.228992,22578,17,0,1,4.75,0,0
18513,1,1,1,23,60.25322,6727,21,0,0,5.5,0,0
141835,1,1,1,34,60.25322,9931,15,0,1,5,0,1
27424,1,1,1,55,60.25322,16400,21,1,1,5.5,0,1
98296,1,1,1,74,60.25322,21976,16,0,1,5.75,0,0
151449,1,1,1,29,60.377174,8400,16,1,0,5,0,1
172475,1,1,1,59,60.409702,17456,13,1,1,5,0,0
103473,1,1,1,32,60.409702,9328,16,0,0,5.5,0,1
108203,1,1,1,47,60.412102,14000,26,1,1,5,0,
167927,1,1,1,63,60.550102,18854,22,0,1,5.75,0,0
131814,1,1,1,3,60.550102,702,16,1,1,5.75,0,0
95789,1,1,1,58,60.550102,17154,15,0,1,6.25,1,0
22590,1,1,1,16,60.893929,4512,17,0,0,5.25,0,1
12480,1,1,1,20,60.893929,5700,17,0,0,5.5,0,1
78095,1,1,1,39,60.893929,11436,12,0,1,5.5,0,0
116937,1,1,1,65,60.893929,19200,12,1,1,5,0,0
51104,1,1,1,59,60.893929,17457,14,0,1,5.5,0,
73454,1,1,1,13,60.966774,3700,16,1,1,5.25,0,1
21207,1,1,1,29,60.966774,8400,16,0,0,5.75,0,1
159033,1,1,1,16,61.173813,4513,17,0,0,5,0,1
144944,1,1,1,1,61.173813,100,14,0,1,5.5,1,1
144119,1,1,1,8,61.173813,2400,23,0,1,5.75,0,0
7005,1,1,1,56,61.253685,16551,16,1,1,5.25,0,0
141038,1,1,1,75,61.253685,22200,16,1,1,5.25,0,0
74671,1,1,1,26,61.293957,7600,17,0,0,5.5,0,1
24634,1,1,1,28,61.550102,8125,17,0,0,5,1,1
13421,1,1,1,50,61.560249,14700,17,0,1,5.25,0,0
117691,1,1,1,37,61.560249,10835,16,1,1,5,1,1
18782,1,1,1,54,61.560249,15900,15,1,1,5.25,0,0
173873,1,1,1,71,61.560249,21072,16,1,1,5.5,0,0
22732,1,1,1,61,61.801338,18060,13,1,1,5.25,0,1
113291,1,1,1,36,61.812073,10532,13,0,1,5,0,0
22890,1,1,1,36,61.818626,10533,14,0,1,5,0,0
118750,1,1,1,55,62.015465,16346,23,0,1,5.25,0,0
16983,1,1,1,63,62.015465,18854,22,0,1,5.75,0,0
133438,1,1,1,40,62.286247,11739,12,1,1,5.25,0,1
181079,1,1,1,28,62.286247,8200,24,1,0,5.75,0,0
80507,1,1,1,19,62.340103,5415,17,0,0,5,0,1
61883,1,1,1,55,62.419888,16200,13,0,1,5,0,0
90961,1,1,1,5,62.642609,1300,16,1,1,5.5,0,0
159633,1,1,1,36,62.642609,10533,14,0,1,5.5,0,0
185854,1,1,1,51,62.70134,15048,17,0,1,5.25,1,0
74221,1,1,1,9,62.819511,2509,12,0,1,5.25,0,1
85936,1,1,1,16,62.819511,4512,17,1,0,5.5,0,1
40824,1,1,1,41,62.819511,12040,13,0,1,5.75,0,0
11912,1,1,1,13,62.819511,3700,16,0,1,5.75,0,1
72806,1,1,1,50,62.844772,14700,17,1,1,5.75,0,1
7079,1,1,1,80,63.145096,23400,13,0,1,5.75,0,1
172353,1,1,1,24,63.145096,6922,14,1,0,5.5,0,0
117226,1,1,1,68,63.309361,20167,17,0,1,5,0,
143575,1,1,1,44,63.309361,12900,16,0,0,5.75,0,1
64059,1,1,1,65,63.424789,19200,12,1,1,5,0,1
141194,1,1,1,66,63.424789,19566,14,1,1,5,0,1
186604,1,1,1,58,63.424789,17155,15,0,1,5.25,0,0
8903,1,1,1,22,63.45739,6318,16,0,0,4.75,0,1
14711,1,1,1,43,63.45739,12600,15,1,1,5.75,0,0
180665,1,1,1,52,63.45739,15300,13,0,1,5,0,1
69675,1,1,1,75,63.484581,22200,16,0,1,5,0,1
46875,1,1,1,33,63.491463,9600,15,0,0,5,1,1
18575,1,1,1,8,63.568035,2206,17,0,1,5.5,0,0
98332,1,1,1,76,63.568035,22579,17,1,1,5.25,0,
174688,1,1,1,47,63.568035,13800,14,0,1,5.5,0,1
73838,1,1,1,30,63.762474,8700,17,1,0,5.25,0,1
132025,1,1,1,27,63.819511,7824,14,1,0,5,0,0
166222,1,1,1,54,63.819511,15900,15,0,1,5.25,0,0
143449,1,1,1,9,63.889519,2509,12,0,1,5,0,0
88582,1,1,1,56,63.986748,16551,16,0,1,5.75,0,1
18257,1,1,1,51,64.008469,15049,17,1,1,5.5,0,0
13126,1,1,1,8,64.207512,2206,17,1,1,5.75,0,0
97485,1,1,1,16,64.216766,4513,17,1,0,5.25,0,1
105430,1,1,1,3,64.276642,701,15,1,1,5.75,0,1
2321,1,1,1,70,64.276642,20800,24,1,1,5.5,0,0
144966,1,1,1,24,64.293243,6921,14,0,0,5.75,0,0
89854,1,1,1,25,64.293243,7200,17,1,1,5.25,0,1
24218,1,1,1,19,64.433075,5416,16,0,0,5,0,1
26344,1,1,1,67,64.433075,19800,13,0,1,5.75,0,0
41920,1,1,1,51,64.465256,15049,17,0,1,5.5,0,0
41287,1,1,1,16,64.506775,4512,17,1,0,5.75,0,1
96791,1,1,1,17,64.506775,4800,15,1,1,5.75,1,0
102913,1,1,1,33,64.646667,9600,15,0,0,5.5,0,1
149870,1,1,1,35,64.646667,10300,24,0,1,5.25,0,0
13772,1,1,1,46,64.646667,13600,24,0,1,5.25,0,0
159165,1,1,1,35,64.827293,10300,24,1,1,5.25,0,0
125631,1,1,1,73,64.827293,21675,13,0,1,5.5,0,0
78473,1,1,1,14,64.827293,4100,21,0,0,5,0,0
103519,1,1,1,62,64.827293,18300,17,1,1,5.5,0,0
110967,1,1,1,9,64.829453,2509,12,1,1,5.75,0,0
76448,1,1,1,15,64.966774,4211,12,1,0,5.5,0,1
9790,1,1,1,58,64.966774,17155,15,1,1,5.25,0,0
173143,1,1,1,72,65.025406,21374,14,0,1,5.75,0,0
1292,1,1,1,79,65.025406,23180,15,0,1,5.25,0,1
162321,1,1,1,76,65.025406,22579,17,0,1,5.5,0,1
154512,1,1,1,73,65.111748,21600,15,0,1,5.5,0,0
48113,1,1,1,58,65.111748,17155,15,1,1,5.5,0,0
73275,1,1,1,19,65.116379,5416,16,0,0,5,0,0
127052,1,1,1,67,65.159363,19800,13,0,1,6.25,1,1
133873,1,1,1,39,65.317932,11437,12,0,1,5.5,0,0
115293,1,1,1,12,65.550354,3400,14,1,1,5.25,0,1
5613,1,1,1,12,65.550354,3400,14,1,1,5.25,0,1
124864,1,1,1,50,65.550354,14747,16,0,1,5.5,0,1
66128,1,1,1,16,65.578766,4513,17,0,0,5.5,0,1
164047,1,1,1,51,65.627266,15000,16,1,1,5.5,0,0
168911,1,1,1,16,65.654922,4512,17,1,0,5.5,0,1
92698,1,1,1,41,65.827293,12041,14,1,1,5,0,0
42877,1,1,1,59,65.827293,17457,14,1,0,5.25,0,1
141089,1,1,1,63,65.827293,18853,21,0,1,5.5,0,1
38042,1,1,1,13,65.827293,3700,16,1,1,5,0,0
37386,1,1,1,54,65.949486,16000,21,1,1,5,0,0
173838,1,1,1,63,65.949486,18663,15,1,1,5.25,0,0
121774,1,1,1,41,66.241371,12040,13,0,1,5.25,0,0
180750,1,1,1,79,66.37458,23180,15,0,1,5.25,0,0
1735,1,1,1,79,66.37458,23200,22,0,1,5.75,0,0
176624,1,1,1,22,66.37458,6318,16,0,0,5.5,0,1
24558,1,1,1,22,66.404358,6318,16,0,0,5.25,0,1
158422,1,1,1,64,66.486176,18964,33,1,1,5.75,0,1
145803,1,1,1,16,66.486176,4512,17,1,0,5,1,1
3869,1,1,1,4,66.599739,1200,24,0,1,5.25,0,0
64694,1,1,1,16,66.599739,4512,17,1,0,4.75,0,1
94304,1,1,1,17,66.654449,4814,16,1,1,5.5,0,0
106583,1,1,1,71,66.665535,21071,17,1,1,5.75,0,1
104654,1,1,1,9,66.665535,2508,13,0,1,5.25,0,1
121318,1,1,1,19,66.665535,5415,17,1,0,5.75,0,1
16476,1,1,1,4,66.692078,1000,13,0,1,5.25,0,0
2384,1,1,1,48,66.914177,14145,13,0,1,5.5,1,1
126087,1,1,1,12,66.959892,3400,14,1,1,5.75,0,1
112348,1,1,1,11,67.062363,3100,14,1,1,5.25,0,0
81018,1,1,1,79,67.294815,23181,14,1,1,5,0,1
24671,1,1,1,16,67.333061,4512,17,0,0,5.5,0,1
111598,1,1,1,76,67.521637,22578,17,1,1,5.25,0,1
149280,1,1,1,16,67.521637,4513,17,1,0,5.5,0,1
158160,1,1,1,39,67.521637,11436,12,1,1,5.5,0,1
138929,1,1,1,76,67.574791,22578,17,0,1,5.5,0,1
146063,1,1,1,37,67.574791,10835,16,0,1,5.5,1,0
3767,1,1,1,78,67.586555,22800,14,0,1,5.75,0,0
48076,1,1,1,23,67.586555,6620,15,0,0,5.25,0,0
149833,1,1,1,79,67.700935,23180,15,1,1,5,0,0
160264,1,1,1,41,67.747887,12040,13,1,1,5.75,0,0
7901,1,1,1,7,68.085289,1903,17,0,1,5.25,0,0
113734,1,1,1,13,68.109634,3700,16,1,1,5.75,0,0
122728,1,1,1,34,68.109634,9900,15,1,1,5.75,0,0
142742,1,1,1,13,68.109634,3700,16,1,1,5.75,0,0
